Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year
WickedGud,Food & Beverages,Pre-Seed,340000,Mumbai,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,2021-01-01
Enercomp,Information Technology & Services,Seed,200000,Ahmedabad,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,2021-01-01
BetterPlace,Information Technology & Services,Series C,24000000,Bangalore,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",2021-01-01
Medpho,Hospital & Health Care,Seed,1000000,Noida,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,2021-01-01
LivQuik Technology,Financial Services,Seed,4000000,Mumbai,LivQuik’s vision is to enable the efficient movement of money.,2021-01-01
EventBeep,Edtech,Seed,3000000,Pune,An inclusive community where students are inspired and empowered to reach their full potential,2021-01-01
GTM Buddy,Computer Software,Seed,2000000,Hyderabad,Just-in-time Sales Enablement Platform,2021-01-01
Gobbly,Retail,Pre-Series A,900000,Gurugram,A 24x7 automated retail store filled with daily essentials.,2021-01-01
HexaHealth,Healthtech,Seed,4500000,Mumbai,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,2021-01-01
Eupheus Learning,E-Learning,Series C,10000000,New Delhi,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,2021-01-01
Easiloan,Fintech,Seed,1000000,Mumbai,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.",2021-01-01
Anar,Information Technology & Services,Seed,6200000,Mumbai,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,2021-01-01
Shadez,Consumer Services,Pre-Series A,200000,Mumbai,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .",2021-01-01
Vahan,Information Technology & Services,Series A,8000000,Bangalore,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",2021-01-01
MPL,Sports,Series E,3000000,Bangalore,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.",2021-01-01
Tinkerly,Edtech,Seed,800000,Jaipur,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.",2021-01-01
Godamwale,Logistics & Supply Chain,Seed,3000000,Mumbai,Godamwale is tech enabled integrated logistics company providing end to end supply chain solutions.,2021-01-01
Artium Academy,Music,Seed,750000,Mumbai,Artium Academy is an Online Music Education platform that makes learning fun and accessible to people of all ages.,2021-01-01
Awon GameZ,Games,Seed,2000000,Noida,"An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!",2021-01-01
Ayu Health,"Health, Wellness & Fitness",Series A,6300000,Bangalore,Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.,2021-01-01
Apna,Recruitment,Series C,100000000,Bangalore,India's largest professional networking & job opportunities platform for the rising workforce.,2021-01-01
BharatAgri,Agritech,Series A,6500000,Bangalore,Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.,2021-01-01
Flatheads,Apparel & Fashion,Pre-Series A,1000000,Bangalore,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,2021-01-01
Boutique Spirit Brands,Wine & Spirits,Seed,10000000,New Delhi,Boutique Spirit Brands is a leading Brand creation & manufacturing company of Branded alcoholic beverages in India.,2021-01-01
eShipz,Saas,Seed,700000,Bangalore,Digital Shipping Platform for Creating best Pre & Post Shipping Experiences to Brands and Enterprise Customers. and help grow their business by 5X with automation & cloud technology.,2021-01-01
Pine Labs,Information Technology & Services,Seed,100000000,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,2021-01-01
Paytail,Financial Services,Seed,1500000,New Delhi,Paytail is revolutionizing the offline commerce by enabling instant paperless EMI's to consumers,2021-01-01
4Fin,Financial Services,Pre-Seed,1100000,Pune,4Fin is a Fintech Platform catering to needs of Smart Bharat.,2021-01-01
Atomberg Technologies,Consumer Electronics,Seed,3000000,Mumbai,A maker of energy-efficient smart fans,2021-01-01
Genext Students,Edtech,Seed,3000000,Mumbai,"LIVE online classes with expert tutors for K-12 for CBSE, ICSE and State Boards.",2021-01-01
immunitoAI,Biotechnology,Seed,1000000,Bangalore,Perform Antibody Discovery using Artificial Intelligence.,2021-01-01
GameEon Studios,Games,Seed,320000,Mumbai,"GameEon is based in the sleepless city of Mumbai, India and deals mainly in game development.",2021-01-01
Farmers Fresh Zone,Agritech,Pre-Series A,800000,Kochi,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,2021-01-01
Anveshan,Food Industry,Seed,500000,Bangalore,Revolutionizing the food industry through technology by providing high-quality traceable food products,2021-01-01
OckyPocky,Edtech,Seed,3000000,Gurugram,OckyPocky is India's 1st interactive English learning app for preschool kids.,2021-01-01
Coutloot,Consumer Services,Pre-Series,8000000,Mumbai,"Empowering local markets to sell online socially, our mission is to bring 25M sellers online by 2023",2021-01-01
Nova Benefits,"Health, Wellness & Fitness",Series A,10000000,Bangalore,Nova Benefits is the one stop tech platform for providing the best health and wellness benefits to employees.,2021-01-01
HomeLane,Interior Design,Series E,50000000,Bangalore,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.",2021-01-01
Lido Learning,E-Learning,Seed,10000000,Mumbai,LIDO is an  ed-tech company revolutionizing formal classroom education through a unique and immersive online classroom for every child in India.,2021-01-01
Jar,Fintech,Pre-Series A,4500000,Bangalore,A daily gold-savings app that saves spare change & auto-invests.,2021-01-01
Peppermint,Industrial Automation,Seed,600000,Pune,Intelligent Housekeeping Robots for public and working spaces,2021-01-01
moneyHOP,Financial Services,Seed,1200000,London,moneyHOP is India’s first cross-border neo bank.,2021-01-01
Codingal,Edtech,Seed,1200000,Bangalore,Codingal is on a mission to inspire school kids to fall in love with coding. Backed by Y Combinator!,2021-01-01
Skit,Ai,Series B,23000000,Bangalore,Enabling enterprises to automate their contact centre operations using Voice AI.,2021-01-01
REVOS,Automotive,Series A,4000000,Bangalore,REVOS is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through AI-integrated IoT  solutions,2021-01-01
Dezerv.,Investment Management,Seed,7000000,Mumbai,"Integrated Portfolios designed by experts with decades of investing, Unique access to pre-IPO and startup investing",2021-01-01
AppsForBharat,Product Studio,Series A,10000000,Bangalore,"A mission to assist a billion Indians in their spiritual journey, through a range of products & services",2021-01-01
Habbit,Edtech,Pre-Seed,320000,Bangalore,Habbit is online learning community for anyone looking to get mentored in a skill or hobby of their choice.,2021-01-01
Bikayi,E-Commerce,Series A,10000000,Hyderabad,Empowering SMBs in India,2021-01-01
Sugar.fit,Health,Seed,10000000,Bangalore,"Innovative technology, compassionate diabetes experts and personalised plans, which will help lead a normal life once more.",2021-01-01
Dukaan,Retail,Series A,11000000,Bangalore,"Help forward thinking entrepreneurs by providing them the platform to start, grow, and manage their business online.",2021-01-01
Vidyakul,Edtech,Bridge,500000,Gurugram,Vidyakul is a group of academic experts.,2021-01-01
Goodmylk,Food & Beverages,Seed,1000000,Bangalore,Make plant-based food affordable and accessible in India.,2021-01-01
Fieldproxy,Saas,Seed,200000,Chennai,Fieldproxy is a no-code platform that helps field servicing companies digitize their processes to better manage their on-ground technicians,2021-01-01
NeuroPixel.AI,Deeptech,Seed,800000,Bangalore,NeuroPixel.AI Labs is a deep tech start-up that works in application of advanced AI/ML and statistical learning theory in Computer Vision and Image Processing area for online retail storefronts.,2021-01-01
Elixia Tech Solutions,Information Technology & Services,Pre-Series A,1000000,Mumbai,End to End Logistics Automation Expert,2021-01-01
bitsCrunch,Blockchain,Seed,700000,Chennai,A consulting firm focused mainly on Data Analytics and DevOps.,2021-01-01
Prolgae,Biotechnology,Seed,200000,The Nilgiris,Prolgae Spirulina Supplies Pvt. Ltd. is a Nordic-India joint operating company.,2021-01-01
Biddano,"Health, Wellness & Fitness",Pre-Series A,2000000,Pune,India's first tech-enabled healthcare logistics platform.,2021-01-01
Geniemode,B2B,Seed,2000000,Gurugram,"Transforming global sourcing for retailers & suppliers in furniture, hard goods & fashion industry using technology.",2021-01-01
Sapio Analytics,Computer Software,Seed,3000000,Mumbai,Sapio helps government create policies driven by the power of data and AI.,2021-01-01
Neokred,Fintech,Seed,500000,Bangalore,Democratizing Open Banking,2021-01-01
Delhivery,Logistics & Supply Chain,Series I,76000000,Gurugram,Delhivery is a leading logistics and supply chain services company in India.,2021-01-01
Flipspaces,Design,Pre-Series B,2000000,Mumbai,"Flipspaces is a global tech-enabled venture towards discovery, design and delivery of commercial and residential spaces",2021-01-01
Fleek,Internet,Seed,1000000,Bangalore,Fleek helps track & manage subscriptions in one place.,2021-01-01
GoKwik,Information Technology & Services,Pre-Series A,5000000,New Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2021-01-01
Proeon,Food Industry,Seed,2000000,Pune,"Innovating plant protein ingredients with superior nutrition, sensory and functional profiles from farm to formulation.",2021-01-01
InfyU Labs,Agritech,Seed,200000,Gandhinagar,InfyU Labs is a team of dedicated professionals from various fields of engineering with a common goal of making chemical-free fruits and vegetables accessible to everyone.,2021-01-01
TechEagle,Aviation & Aerospace,Seed,500000,Gurugram,"Safe, secure & reliable On-Demand Drone delivery network for medical, parcel & essential items",2021-01-01
Voxelgrids,Deeptech,Seed,5000000,Bangalore,"Voxelgrids is an Magnetic Resonance Imaging technology startup that is based out of Bengaluru, Karnataka, India.",2021-01-01
Cogos Technologies,Logistics & Supply Chain,Pre-Series A,2000000,Bangalore,A smart-tech-enabled platform offering a one-stop destination for all the intra-city link-supply chain.,2021-01-01
